country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
France,"This classy wine is rich, with its firm structure still intact. It has bold tannins, ripe blackberry fruit and bright acidity. Its concentration, together with its dry, tannic core, confirms that it will age further. Drink from 2020.",,92,90.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château la Croizille 2012  Saint-Émilion,Bordeaux-style Red Blend,Château la Croizille
Turkey,"This Bordeaux-style blend is colored like inky violet and has matching aromas of black plums, cassis and violet. It offers a nice interplay of firm tannins and zesty acidity among flavors of blackberry, black cherry, violet, anise and toffee. The finish is characterized by an impressive burst of brightness and a lingering caramel note.",K2,90,28.0,Aegean,,,Mike DeSimone,@worldwineguys,Pasaeli 2012 K2 Red (Aegean),Red Blend,Pasaeli
US,Like your Sauv Blancs with a hint of white sugar? Try this everyday wine. It has a pleasant burst of acidity that makes the citrus fruit flavors finish clean.,Lost Slipper,84,13.0,California,California,California Other,,,Once Upon a Vine 2011 Lost Slipper Sauvignon Blanc (California),Sauvignon Blanc,Once Upon a Vine
US,"It's easy to like this affordable Moscato. It's low in alcohol, high in sweetness and brisk with acidity, along with intense flavors of oranges and vanilla honey.",,86,12.0,California,California,California Other,,,Moscato Bella 2012 Moscato (California),Moscato,Moscato Bella
US,"Once tannic, always tannic? If so, this tough wine will remain rasping, and will need to be drunk with rich, oily foods to help tame the tannins. Underneath, it has some briary flavors and soft acidity, and is as dry as a desert summer wind. —S.H.",Starlight,85,22.0,California,Paso Robles,Central Coast,,,Midnight 1999 Starlight Sangiovese (Paso Robles),Sangiovese,Midnight
US,"Caressed in forested earthiness, this wine is both crisp in acidity and creamy in baked apple and crème brûlée, a layering of lemon meringue on top. It is integrated and balanced up until the finish, where a firm grip of oak takes hold.",Ivywood,86,36.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,VML 2012 Ivywood Chardonnay (Russian River Valley),Chardonnay,VML
France,"This limited release Champagne has been aged on its lees in Gosset's cellars for a minimum of 15 years. While it does have some maturity and toasty character, its freshness is extraordinary. The crisp fruit is still there, evoking ripe apples with an almond- and spice-laced edge. It's ready to drink.",Cuvée 15 Brut,96,135.0,Champagne,Champagne,,Roger Voss,@vossroger,Gosset NV Cuvée 15 Brut  (Champagne),Champagne Blend,Gosset
US,"Cranberry fruit, sharp and tangy, is accented with darker notes of coffee. Tannins are earthy and finish slightly bitter.",Parson's Ridge,87,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Montinore 2012 Parson's Ridge Pinot Noir (Willamette Valley),Pinot Noir,Montinore
Argentina,"Gritty aromas of asphalt, herbs, tomato and plum make for a tough opening. This is syrupy and grabby on the palate, with creamy berry and cooked brown-sugar flavors. A sinewy finish tastes medicinal and a touch weedy.",Vino Tinto,85,60.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cicchitti 2013 Vino Tinto Red (Mendoza),Red Blend,Cicchitti
Austria,"While there are signs of maturity, this wine still retains its original perfumed character, with aromas of spring flowers, and flavors of pear and cantaloupe.",Steiner Hund Reserve,91,84.0,Kremstal,,,Roger Voss,@vossroger,Nikolaihof 2003 Steiner Hund Reserve Riesling (Kremstal),Riesling,Nikolaihof
US,"This is one of the best red wines at this price in California. A Bordeaux blend with a splash of Syrah, it's so rich and opulent, it just dazzles from start to finish. Floods the mouth with sweet cherries, raspberries, milk chocolate and red licorice, yet gets structure from firm tannins and bracing acidity. Lives up to its name, a Cabernet-based wine to feast on with your favorite foods.",Maximus,94,35.0,California,Napa Valley,Napa,,,Bennett Lane 2008 Maximus Red (Napa Valley),Red Blend,Bennett Lane
US,"There's a hard edge to the mocha, herb and cherry aromas. The palate has blocky, dry tannins that distract.",,83,21.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Samson 2012 Merlot (Horse Heaven Hills),Merlot,Samson
France,"From the Marne Valley, close to Epernay, this Champagne has had some good bottle aging. That has softened and broadened the crisp texture and minerality of this Chardonnay-based wine. It is full, rich and creamy, finishing with a fine burst of acidity.",Blanc de Blancs Brut,89,95.0,Champagne,Champagne,,Roger Voss,@vossroger,Emile Leclère NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Emile Leclère
US,"Aromas of jammy red raspberries, cranberries, dried herbs and peppery spices are followed by a silky soft palate that is elegantly styled and well-balanced. Fruit tones blend with savory flavors, with coffee notes providing accents. A peppery, meaty finish rounds it out and keeps the attention high.",Arrow Rim,90,30.0,Idaho,Idaho,,Sean P. Sullivan,@wawinereport,Colter's Creek 2012 Arrow Rim Red (Idaho),Rhône-style Red Blend,Colter's Creek
US,"What a surprise to find that this Riesling is bone dry. It boasts complex flavors of mineral, lime, Meyer lemon and orange zest, with fantastic acidity that awakens the palate and prepares it for food.",Kick On Ranch,88,24.0,California,Santa Barbara County,Central Coast,,,Ojai 2010 Kick On Ranch Riesling (Santa Barbara County),Riesling,Ojai
Italy,"New leather, red cherry and fresh herb aromas follow through to the firmly structured palate, along with cinnamon and white pepper notes. A young and racy wine, it already boasts finesse thanks to taut, refined tannins.",,90,16.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Cantina del Nebbiolo 2014  Barbaresco,Nebbiolo,Cantina del Nebbiolo
France,"Certified French organic with this vintage, this 100% Merlot is ripe, full-bodied and already showing its potential richness. Terroir-driven black fruits and generous tannins give a warm character to the wine that is then backed by black fruits and final acidity. This is a generous wine from the Verdier family, ready to age. Drink from 2018.",,89,18.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Brethous 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Brethous
Chile,"After several years spent in Chile's land of the lost, Santa Carolina is now refocusing its winemaking efforts with noticeable results. This SB shows mineral, melon and piquant zap. It's got grapefruit, passion fruit and citrus, and the finish is both crisp and generous. A good quaffer that's on the spot. Imported by Carolina Wine Brands USA.",Reserva,86,10.0,Rapel Valley,,,Michael Schachner,@wineschach,Santa Carolina 2008 Reserva Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Santa Carolina
Chile,"Minty, creamy and as oaky as can be. Coconut, sawdust, carob and other barrel-based aromas steal the nose, with secondary black fruit and thick tannins composing the palate. This is a ripped, high-alcohol, almost soupy Syrah that in some people's eye may seem overdone and too woody. But the fruit is of unquestionable high quality, and if you give it time to air out you'll get the best results.",Folly,90,82.0,Apalta,,,Michael Schachner,@wineschach,Montes 2005 Folly Syrah (Apalta),Syrah,Montes
Italy,"Aromas of pressed white flower, citrus and beeswax unfold in the glass. The palate offers citrus zest, dried apricot and lemon drop. It has nice depth but drink soon to capture the remaining fruit.",Riserva,89,,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Marangona 2011 Riserva  (Lugana),Turbiana,Marangona
Italy,"Aromas of mature plum, dark berry and violet lead the way. On the straightforward palate, hints of toast and espresso add a bit of depth to the dried cherry core. Dusty but fleeting tannins lead to a slightly raspy finish.",Piegaia Riserva,87,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Calcinaia 2012 Piegaia Riserva  (Chianti Classico),Sangiovese,Villa Calcinaia
France,"This blend of Grenache Blanc, Grenache Gris, Roussanne and Maca­beau is a tad closed and shy now, but should develop more intensity with time. Peach skin, white melon and orange notes are present on the nose and mouth, and are dusted with a lovely sweet-spice accent on the finish, but the mouthfeel comes across as slightly flabby.",Carrément Blanc,86,43.0,Languedoc-Roussillon,Côtes du Roussillon,,Lauren Buzzeo,@laurbuzz,Domaine de l'Edre 2010 Carrément Blanc White (Côtes du Roussillon),Rhône-style White Blend,Domaine de l'Edre
Israel,"Deep ruby to the eye, this wine has a bouquet of black plum and cherry with a touch of iodine. A network of gentle tannins provides the backdrop for flavors of black cherry, blueberry, cranberry, smoked meat, vanilla and lavender. There is a hint of smoke on the otherwise fruit-filled finish.",,91,25.0,Judean Hills,,,Mike DeSimone,@worldwineguys,Montefiore 2014 Cabernet Sauvignon (Judean Hills),Cabernet Sauvignon,Montefiore
Spain,"Apple, vanilla and a hint of sulfur is what you'll find on the nose of this consistently solid value-priced Cava. A slightly soft body and flavors of green herbs, melon and white pepper finish well.",Kila,87,10.0,Catalonia,Cava,,Michael Schachner,@wineschach,Vins El Cep 2014 Kila Sparkling (Cava),Sparkling Blend,Vins El Cep
France,"Produced from old vines in Verdigny, this is rich while still totally crisp. Ripe yellow and white fruits, apricots and apples are cut with acidity and a taut, mineral character. While this wine is ready to drink, it will improve for some time, and will be better in 2017.",Vieilles Vignes,91,50.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roger et Didier Raimbault 2013 Vieilles Vignes  (Sancerre),Sauvignon Blanc,Roger et Didier Raimbault
US,"Entirely off the estate, this polished young Pinot offers a complex mélange of flavors, in a balanced structure. The tastes of root beer, red currants, licorice, gingersnap cookie and sweet oak are frankly delicious. Fine now, and should peak by 2010, then hold for several more years.",Ocean's Ghost,92,55.0,California,Sta. Rita Hills,Central Coast,,,Babcock 2006 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
US,"Black plum, boysenberry, nutmeg and cinnamon show on the nose of this appellation blend. A ripe boysenberry flavor pops at the tip of the sip, with sagebrush and savory meat flavors arising midpalate. The tannic structure is squeaky and clean.",,88,34.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cinnabar 2014 Pinot Noir (Santa Cruz Mountains),Pinot Noir,Cinnabar
US,"A sound, bistro-style wine that's dry and full-bodied. Made from Syrah and Grenache, it shows tobacco, cherry and spice flavors, with brisk acidity.",Cotes du Crow's,86,18.0,California,Monterey,Central Coast,,,Morgan 2010 Cotes du Crow's Red (Monterey),Rhône-style Red Blend,Morgan
France,"The wine is a velvet glove in an iron fist. The smooth surface of ripe fruits and rich blackberry flavors, masks the dense tannins that will allow this very great wine to age for many, many years. The acidity and the rich fruit combine with the fine dusty tannins. The wine will surely not be ready to drink before 2027.",,96,2500.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Pétrus 2014  Pomerol,Bordeaux-style Red Blend,Château Pétrus
Italy,"Available for almost half the price as this estate's Nussbaumer expression of Gewürztraminer (with its bright floral intensity), this base rendition of the same grape opens with candied fruit and honey aromas. The mouthfeel is sticky and chewy.",,88,21.0,Northeastern Italy,Alto Adige,,,,Tramin 2011 Gewürztraminer (Alto Adige),Gewürztraminer,Tramin
US,"This is the Hearst family's run at a luxury-level Chardonnay, and it's a promising start, with creamy aromas of honeysuckle, light butter and citrus rinds. There's a touch of vanilla bean on the palate, which also shows apple ice cream, flashes of cinnamon and a firmly wound texture. It's delicate, clean, light and quaffable.",Proprietor's Reserve,90,50.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Hearst Ranch 2014 Proprietor's Reserve Chardonnay (Central Coast),Chardonnay,Hearst Ranch
Turkey,"This blend of 34% Merlot, 26% Cabernet Sauvignon, 21% Syrah and 19% Cabernet Franc is dark violet-red in color. The nose offers a fruity and spicy mélange, like baked blueberry pie. Tannins slightly overpower flavors of blueberry, cherry, clove, anise and thyme.",Merlot-Cabernet Sauvignon-Syrah-Cabernet Franc,87,60.0,Aegean,,,Mike DeSimone,@worldwineguys,Selendi 2011 Merlot-Cabernet Sauvignon-Syrah-Cabernet Franc Red (Aegean),Red Blend,Selendi
Italy,"Light, with some sour cherry fruit on the nose and palate that's outweighed throughout by a dry, woodiness that enters early and persists.",,83,10.0,Tuscany,Chianti Classico,,,,Coli 1998  Chianti Classico,Sangiovese,Coli
Portugal,"Named after local nobility in the city of Borba, this is a popular brand in Portugal. In its white manifestation, the wine is soft, very clean, with pear and cinnamon flavors, the texture just moving toward fat, but working well as a food wine.",Marquês de Borba,87,12.0,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2006 Marquês de Borba White (Alentejo),Portuguese White,J. Portugal Ramos
Italy,"Aromas of leather, flint, toast, menthol and exotic spice come together in the glass along with a floral note. The full-bodied, firmly structured palate offers mature black cherry marinated in spirits, licorice, and coffee alongside assertive, close-grained tannins and bright acidity. A mineral note closes the finish.",Calderara Sottana,92,40.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Tenuta delle Terre Nere 2014 Calderara Sottana  (Etna),Red Blend,Tenuta delle Terre Nere
US,"A blend of 61% Cabernet Franc and 39% Merlot, this has scents of black fruit and green bell pepper that are characteristic of many Bordeaux-style blends, with underpinnings of savory spice and char. The full-bodied palate has a soft, chocolaty core, boasting medium-grained tannins and easy acids that lend enough lift.",Topiary,86,25.0,Virginia,Virginia,,,,Boxwood 2010 Topiary Red (Virginia),Bordeaux-style Red Blend,Boxwood
US,"The variety is unmistakable here, with aromas of savory herb mixed with cherry and accented by sweet barrel spices. Flavors are light, dry and reserved in style, with abundant barrel accents that prove a bit distracting.",,88,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ribbon Cliff 2013 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Ribbon Cliff
US,"This is a dark, almost thick, velvet-textured wine with plenty of tannin and flavors of blackberry and black pepper. While mouthcoating in texture, its not overly full in body, and will pair well with cheesy pastas and rich meat braises.",,90,18.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Terra d'Oro 2015 Teroldego (Amador County),Teroldego,Terra d'Oro
Italy,"Mantus, a 100% Merlot from the Montalcino area of Tuscany, shows territory-driven aromas of mineral and white stone backed by plush fruit and loads of cherry. It's a fine, elegant wine without that extra ripeness or jamminess you sometimes see with warm climate Merlot.",Mantus,90,30.0,Tuscany,Sant'Antimo,,,,Máté 2007 Mantus Merlot (Sant'Antimo),Merlot,Máté
France,"There is a fine touch of spice in this wine. Bright and tangy, it is also full with white fruits, ripe acidity and a warm while zesty character. Still young and zesty, the wine will soften over the next few months into something more rounded. Drink from 2017.",En Faux,91,30.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Christophe Cordier 2014 En Faux  (Saint-Véran),Chardonnay,Christophe Cordier
Portugal,"Fresh, with considerable acidity, this is as crisp as it gets. Apple and lemon juice dominate the flavors, with just a light touch of softness to calm the acidity.",Fita Azul Attitude Reserva Bruto,85,12.0,Vinho Espumante de Qualidade,,,Roger Voss,@vossroger,Borges NV Fita Azul Attitude Reserva Bruto Sparkling (Vinho Espumante de Qualidade),Portuguese Sparkling,Borges
US,"A fine, crisp and clean Sauvignon Blanc at a good price. It's basically dry, with a honeyed edge to the tropical fruit, lime and peach flavors, and shows a good bite of acidity.",,86,12.0,California,California,California Other,,,Geyser Peak 2010 Sauvignon Blanc (California),Sauvignon Blanc,Geyser Peak
US,"Almost entirely varietal and given nearly two years in 60% new French oak, this wine is dusty, with generous fruit, stony texture and tension. Blackberry flavor leads the palate, offering succulence and length.",Rutherford Bench Reserve,91,120.0,California,Rutherford,Napa,Virginie Boone,@vboone,Old Acre Wines 2013 Rutherford Bench Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Old Acre Wines
Italy,"This Aglianico-based rosato opens with a dark raspberry color, followed by aromas of forest berry, chopped mint, candied fruit and pink grapefruit. Smooth and velvety on the finish.",Il Rogito,87,20.0,Southern Italy,Basilicata,,,,Cantine del Notaio 2010 Il Rogito Aglianico (Basilicata),Aglianico,Cantine del Notaio
Italy,"Aromas of cut grass, tomato leaf and kiwi lead the way on this vibrant white. The lively palate offers grapefruit, honeydew melon and a tangy note of nectarine zest alongside brisk acidity.",,87,15.0,Northeastern Italy,Trentino,,Kerin O’Keefe,@kerinokeefe,Cembra 2014 Sauvignon (Trentino),Sauvignon,Cembra
US,"Broad berry/cherry fruit flavors open up quickly, with lighter accents of compost and leather. This is a smooth, somewhat loose-knit wine, with pretty baking spices decorating the finish.",Two Barns,91,90.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Serene 2012 Two Barns Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene
Spain,"Apple and mild spice aromas precede a blocky, wide, almost thick palate that foams up with palate contact. This tastes toasty and baked, with melon and apple notes sitting on top of a full, round, somewhat flat-feeling finish.",Anna de Codorniu Brut,85,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,Codorníu NV Anna de Codorniu Brut Sparkling (Cava),Sparkling Blend,Codorníu
France,"This is a light and very crisp wine. Acidity, gooseberry and pink grapefruit give a fruitiness without any complexity. The bright texture and simple aftertaste make it a wine to drink immediately.",La Galope,84,11.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Les Vins de l'Herré 2013 La Galope Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,Les Vins de l'Herré
US,"From the Stoney Vine (estate) vineyard, this has a fair share of the aromatic funk for which the Rocks section of Walla Walla is famous. It's a nose-teasing, mouthwatering mix of composted grass cuttings, soy sauce, bacon and berry, showing a touch of new oak as well.",Tall Tales,92,53.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2012 Tall Tales Syrah (Walla Walla Valley (WA)),Syrah,Dusted Valley
US,"This stubbornly tight, short, tart wine shows lightly spiced cherry fruit. But after being opened for some hours, the flavors seem to thin out quickly, leaving an impression of a wine that lacks concentration.",Muirfield Vineyard,87,42.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Siduri 2012 Muirfield Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Siduri
US,"Juicy as a dark plum with a raspberry chaser, this 80-case Petite Sirah gets better and better as it opens, revealing itself to be mellow and rustic, yet big and broad-shouldered. It would make the perfect pairing with a plate of cheesy pasta, meat sauce and crusty garlic bread, or anything with pancetta.",Estate Bottled,91,30.0,California,Mendocino,,Virginie Boone,@vboone,Chiarito 2007 Estate Bottled Petite Sirah (Mendocino),Petite Sirah,Chiarito
Australia,"Smoky and meaty, this is aggressively savory in style, but really evolves with air to show a gentler, raspberry-fruited side accented by dried spices. It's medium- to full- bodied, with a slightly creamy texture and silky, mouthwatering finish. Terrific cool-climate Shiraz.",Tribal Elder,92,70.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Strathewen Hills 2004 Tribal Elder Shiraz (Yarra Valley),Shiraz,Strathewen Hills
Italy,"Very fresh, fine and elegant, this has savory aromas of cured meat, rusty earth and white truffle followed by notes of dried fruit and currant.",Angelo,90,24.0,Piedmont,Langhe,,,,Mauro Veglio 2009 Angelo Nebbiolo (Langhe),Nebbiolo,Mauro Veglio
US,"Sensuous beyond words, this beguiling bottle absolutely seduces from the first sniff to the last sip. The amazing bouquet is a dense jumble of raspberry jam, cranberry compôte, orange peel and candied citrus. The flavors bore down deeply into a finish that can only lead you in one direction—to the next glass.",Whole Cluster Cuvée,93,85.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2014 Whole Cluster Cuvée Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit
Chile,"Aromas of orange blossom and pineapple juice are not substantial. In the mouth, this is chunky and plump, with oily peach and nectarine flavors mixed with some green bean. A heavy finish with little spine provides minimal cut and freshness.",Brisa,83,9.0,Central Valley,,,Michael Schachner,@wineschach,Vistamar 2012 Brisa Sauvignon Blanc (Central Valley),Sauvignon Blanc,Vistamar
Italy,"This structured yet polished wine, made from a blend of 50% Cabernet Sauvignon, 30% Aglianico and 20% Merlot, opens with intense aromas of tilled earth, mature black fruit, leather, graphite and spice. The Juicy palate offers fleshy blackberry, black currant, black pepper and mineral alongside silky smooth tannins. Hold for more complexity. Drink 2015–2025.",Montevetrano,92,80.0,Southern Italy,Colli di Salerno,,Kerin O’Keefe,@kerinokeefe,Montevetrano 2010 Montevetrano Red (Colli di Salerno),Red Blend,Montevetrano
US,"Marked by a strong oak taste, this is a pretty common wine. The underlying flavors are of blackberries and chocolate.",,82,10.0,California,California,California Other,,,Dog House 2006 Cabernet Sauvignon (California),Cabernet Sauvignon,Dog House
Portugal,"Cool and tight, this is a firmly tannic wine, showing its mineral, primal rock character. The structure is dry, solid, the fruit a layer of cranberry and black fig among all this firmness. It should age, but is ready now.",Quinta do Cardo Selecção do Enólogo,92,15.0,Beira Interior,,,Roger Voss,@vossroger,Companhia das Quintas 2005 Quinta do Cardo Selecção do Enólogo Red (Beira Interior),Portuguese Red,Companhia das Quintas
Austria,"Fleshy, ripe black cherry fruit pervades nose and palate, there are some palpable tannins framing all that fruit and of course the telltale notes of Zweigelt pepper. An uncomplicated red for every day. Drink soon.",,88,14.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Rosenhof 2013 Zweigelt (Burgenland),Zweigelt,Rosenhof
US,"A tart red-currant tone is deepened by streaks of blackberry and granite in this medium-bodied Cab Franc. Showing adequate structure from the tannins and acidity, this wine progresses nicely from the fruity start to the vanilla-dusted finish.",,86,24.0,Michigan,Michigan,,Alexander Peartree,,Mackinaw Trail 2012 Cabernet Franc (Michigan),Cabernet Franc,Mackinaw Trail
Chile,"A full, warm, big-fruited Cab with savory, meaty, oaky overtones to go with solid, acid-rich berry fruit and vanilla flavors. Definitely oaky, but not roasted like many Terranoble wines. Shows slight heat and rubbery qualities, but overall it's a good, hardy Cabernet with serious fruit and structure.",Gran Reserva,88,13.0,Colchagua Valley,,,Michael Schachner,@wineschach,TerraNoble 2007 Gran Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,TerraNoble
US,"Forward and flavorful, this brings together five different grapes from eight different vineyards, though it is mostly (70%) Wahluke Slope Cabernet Sauvignon. I found a hint of funk, cooked raisin, and lots of baking spices. Penetrating, unusual flavors, but overall not quite together.",,85,14.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Powers 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Powers
France,"This rich, creamy, juicy wine is full of strawberry fruits and ripe tannins. It has weight and density as well as powerful structure. A fresh black-cherry character comes through, giving acidity and a perfumed aftertaste. Drink from 2017.",Clos Salomon Premier Cru,90,45.0,Burgundy,Givry,,Roger Voss,@vossroger,Domaine Clos Salomon 2013 Clos Salomon Premier Cru  (Givry),Pinot Noir,Domaine Clos Salomon
Italy,"A blend of 70% Friulano, 15% Ribolla Gialla and 15% Malvasia, this is perfumed with scents suggesting yellow flower, apple, citrus fruit and hazelnut. The vibrant palate is loaded with verve and finesse, offering peach, Golden Delicious apple, sage, fennel and a hint of candied tangerine zest. A note of bitter almond closes the tangy finish.",,90,32.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Edi Keber 2014 White (Collio),White Blend,Edi Keber
US,"Really impressive at this price for its depth of flavor and overall balance. Dry and elegantly constructed, it shows extravagant flavors of blackberries, cherries, sweet currants and sandalwood. A lovely Merlot of great charm and drinkability. Production was 5,800 cases.",,89,14.0,California,Sonoma County,Sonoma,,,L de Lyeth 2011 Merlot (Sonoma County),Merlot,L de Lyeth
US,"Fresh tangerine skins scent this zesty dry Riesling. Restrained on the palate with flavors of pressed apple and pear, it's not a deeply concentrated wine but refreshing and brisk.",Reserve,86,14.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fulkerson 2012 Reserve Riesling (Finger Lakes),Riesling,Fulkerson
Australia,"To judge by the aromas—a complex herbal mélange containing hints of cabbage leaf, tea and acacia blossom—this includes a healthy proportion of stems. On the palate, the black cherry and plum fruit asserts itself, while the texture is crisp and silky, lingering through the finish. Drink now–2025.",Applejack Vineyard,90,42.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Giant Steps 2014 Applejack Vineyard Pinot Noir (Yarra Valley),Pinot Noir,Giant Steps
Italy,"A blend of 70% Sangiovese, 15% Sagrantino and 15% Merlot, this bold wine conveys earthy aromas of blackberry, leather, tilled soil and a balsamic note. The ripe, creamy palate delivers juicy black plum, cassis, savory herb and baking spice balanced by smooth, velvety tannins. The lingering finish closes on a note of ground black pepper.",,93,20.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Milziade Antano 2012  Montefalco Rosso,Red Blend,Milziade Antano
Austria,"A rich, nutty note hints at hazelnut, with lively citrus laying underneath. This vein of lemony verve leads the melody like the soaring, unfettered notes of a violin against a sonorous background. This will always be firm but once it opens up, it will be even more harmonious and beguiling. Drink from 2020.",Heiligenstein Alte Reben Reserve,95,74.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Bründlmayer 2014 Heiligenstein Alte Reben Reserve Riesling (Kamptal),Riesling,Bründlmayer
US,"While initially closed, suggesting a bit more bramble than fruit, a brief aeration coaxes pretty strawberry and cherry aromas from this full-bodied rosé. It's dry in style with crisp cutting acidity and a clean finish.",Rosé of,88,20.0,New York,New York,New York Other,Anna Lee C. Iijima,,Raphael 2016 Rosé of Pinot Noir (New York),Pinot Noir,Raphael
US,"This wine shows a touch of spicy, smoky oak from aging in 20% new French barrels, setting off powerful fruity, earthy flavors that create a complex, layered and fascinating personality. It's full bodied, mouth-filling and moderately tannic.",Family Reserve Selezione Susie Toulouse Vineyard,92,65.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Sante Arcangeli 2015 Family Reserve Selezione Susie Toulouse Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Sante Arcangeli
France,"A classic rosé blend of Grenache and Cinsault, this is soft, crisp and fruity. The smooth texture gains attractive lift from acidity and raspberry fruits. It is light and bright at the end.",,88,14.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Pas du Cerf 2014 Rosé (Côtes de Provence),Rosé,Château Pas du Cerf
Germany,"The nose of this off-dry Riesling is savory with scents of pressed apple and pear melding with smoked nuts and earth. The palate, by contrast, is ripe and rich with summer peaches. It's an interesting juxtaposition of profiles, and brisk acidity keeps it refreshing and quaffable.",Graacher Himmelreich Kabinett,88,23.0,Mosel,,,Anna Lee C. Iijima,,Dr. Heidemanns-Bergweiler 2013 Graacher Himmelreich Kabinett Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
France,"A terrific effort, this wine highlights the features that make Condrieu special. First is the incredible perfume, like honeyed stone fruit and mango. Second is the richness and texture of the wine, imparting great palate presence. Third is the vibrance of the finish, providing the counterweight to the wine's ripeness and weight. Drink it over the next few years.",Les Vieilles Vignes de Jacques Vernay,93,120.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,Michel & Stéphane Ogier 2011 Les Vieilles Vignes de Jacques Vernay  (Condrieu),Rhône-style White Blend,Michel & Stéphane Ogier
France,"With its strong aromatic character, this wine layers firm tannins and intense acidity. Underneath all this, there is some fine fruit potential, evoking ripe blackberries. Drink from 2020.",,87,22.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château le Doyenne 2015  Côtes de Bordeaux,Bordeaux-style Red Blend,Château le Doyenne
US,"A bit simple, but definitely not shy on flavor, bursting with melon and pear fruit. It's an attempt at an Alsatian style, full and weighty in the mouth, and showing a trace of heat on the finish.",Reserve,87,18.0,California,Sonoma County,Sonoma,,,Rancho Zabaco 2001 Reserve Pinot Gris (Sonoma County),Pinot Gris,Rancho Zabaco
Italy,"Sasyr is a new product from Rocca della Macìe. It's a blend of Sangiovese and Syrah with great fruit intensity and spice carried forward by the wine's natural succulence and intensity. Its top selling point, however, is its easy drinkability and broad food-pairing potential.",Sasyr,88,17.0,Tuscany,Toscana,,,,Rocca delle Macìe 2005 Sasyr Red (Toscana),Red Blend,Rocca delle Macìe
US,"This pale, watery wine is herbal and sour. It seems barely ripe, with accents of pine needle and very tart, light fruit.",Rumba,83,19.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Cubanisimo Vineyards 2010 Rumba Pinot Noir (Willamette Valley),Pinot Noir,Cubanisimo Vineyards
