Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2010-12-12,2010121211,19,3,2.0,08:06,9,1386.0,7.0,ARI,24.0,24.0,10,0,0.0,0.0,DEN,ARI,"(8:06) K.Orton pass incomplete short left to E.Royal. PENALTY on DEN-J.Walton, Unnecessary Roughness, 16 yards, enforced at ARI 24.",1,0,0,0,,,,0,0,,Pass,K.Orton,00-0023541,1,Incomplete Pass,Short,4,0,0,left,0,,,None,0,,,E.Royal,00-0026182,0,,,,,,,,0,,,0,0,,1,DEN,,J.Walton,16,3.0,19.0,-16.0,16.0,ARI,DEN,0,None,3,3,3,3,3,0.002033390149427183,0.04465811552132146,0.00011492555810854995,0.0696592416375909,0.4228806114022883,0.0030006671024217077,0.4576530486288421,0.0,0.0,3.856395619670285,-2.0700426415315576,-0.4305681554672352,-1.6394744860643224,0.8741608846960773,0.12583911530392272,0.9028514483170812,0.09714855168291883,0.12583911530392272,-0.028690563621003883,-0.006715000249136155,-0.021975563371867717,2010
2014-12-14,2014121400,6,2,3.0,10:39,11,2439.0,7.0,PIT,41.0,59.0,13,8,0.0,0.0,PIT,ATL,(10:39) (Shotgun) B.Roethlisberger pass short middle to A.Brown ran ob at ATL 48 for 11 yards (K.Ishmael).,1,11,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,1,10,0,middle,0,,,None,0,,,A.Brown,00-0027793,1,,,,K.Ishmael,,,,0,,,0,0,,0,,,,0,12.0,0.0,12.0,12.0,ATL,PIT,0,None,3,3,3,3,3,0.10399666133001136,0.14490150963258494,0.0021246419431023077,0.2203094567074997,0.25440942459230553,0.00447184447609981,0.26978646131839634,0.0,0.0,0.6795571822214329,-0.03130705980403059,-1.2810487047138857,1.249741644909855,0.14367063108600853,0.8563293689139915,0.14278093442536255,0.8572190655746375,0.8563293689139915,0.0008896966606459777,-0.023549404700317637,0.02443910136096361,2014
2016-01-03,2016010306,22,4,,01:58,2,118.0,3.0,OAK,35.0,35.0,0,0,0.0,,,,Two-Minute Warning,1,0,0,0,,,,0,0,,Two Minute Warning,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,KC,OAK,0,None,3,1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1880194401012463,,,,,,,,,,,2015
2009-09-27,2009092703,17,4,2.0,11:01,12,661.0,42.0,JAC,32.0,68.0,5,12,0.0,1.0,JAC,HOU,(11:01) M.Jones-Drew left guard to JAC 39 for 7 yards (D.Barber).,1,7,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Jones-Drew,00-0024275,1,left,guard,,None,0,,,,D.Barber,,,,0,,,0,0,,0,,,,0,31.0,24.0,7.0,7.0,HOU,JAC,0,None,2,2,2,2,2,0.10885049979664346,0.1315841973389533,0.0024896209396316673,0.19482513983456587,0.22055968906247764,0.0033869888450415017,0.3383038641826867,0.0,0.0,1.2730722814182391,0.8769803923228916,,,0.19799115521835875,0.8020088447816413,0.16849736003061688,0.8315026399693831,0.8020088447816413,0.02949379518774187,,,2009
2010-11-21,2010112108,12,3,1.0,09:04,10,1444.0,6.0,WAS,24.0,76.0,10,18,0.0,1.0,WAS,TEN,"(9:04) D.McNabb pass short right to S.Moss to WAS 42 for 18 yards (G.McRath, S.Tulloch).",1,18,0,0,,,,0,0,,Pass,D.McNabb,00-0011022,1,Complete,Short,11,7,0,right,0,,,None,0,,,S.Moss,00-0020494,1,,,,G.McRath,S.Tulloch,,,0,,,0,0,,0,,,,0,10.0,12.0,-2.0,2.0,TEN,WAS,0,None,3,2,3,2,3,0.005842922727162044,0.1631961709229937,0.004709120679534111,0.25168281197146164,0.2304752361109364,0.0035765848839586713,0.34051715270395344,0.0,0.0,0.8214125091001196,1.6054278953072274,1.0184179640943063,0.5870099312129211,0.5572045763335787,0.4427954236664213,0.5062455785266751,0.49375442147332504,0.4427954236664213,0.05095899780690366,0.03272245624213793,0.018236541564765733,2010
2011-11-27,2011112707,1,1,2.0,09:31,10,3271.0,49.0,SEA,42.0,42.0,5,46,0.0,1.0,WAS,SEA,(9:31) R.Helu right end pushed ob at SEA 34 for 8 yards (D.Hawthorne).,1,8,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Helu,00-0028043,1,right,end,,None,0,,,,D.Hawthorne,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,SEA,WAS,0,None,3,3,3,3,3,0.0024541906713057343,0.07459717754263999,0.0004079954742527074,0.11454386372579164,0.3465668987209508,0.0034816120152324328,0.4579482618498267,0.0,0.0,3.2258871834851366,0.6727355993575657,,,0.4115826361648556,0.5884173638351444,0.38828526545048936,0.6117147345495106,0.5884173638351444,0.023297370714366217,,,2011
2015-10-18,2015101807,19,4,1.0,05:19,6,319.0,21.0,HOU,1.0,1.0,1,80,1.0,0.0,JAC,HOU,"(5:19) B.Bortles FUMBLES (Aborted) at HOU 1, and recovers at HOU 1. B.Bortles sacked at HOU 6 for -5 yards (W.Mercilus).",1,-5,0,0,,,,0,0,,Sack,,00-0031407,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,W.Mercilus,,,,1,,,1,0,,0,,,,0,14.0,30.0,-16.0,16.0,JAC,HOU,0,None,2,2,3,2,3,0.025114303439088062,0.006657662892618229,6.347777827480305e-05,0.008932804902645329,0.063301986920027,0.0021074193271105528,0.8938223447402359,0.0,0.0,6.3682476340430325,-1.4698947867658545,,,0.10360900850229599,0.8963909914977041,0.07031240121054426,0.9296875987894556,0.10360900850229599,-0.03329660729175174,,,2015
2017-12-24,2017122400,3,1,3.0,02:33,3,2853.0,46.0,CAR,13.0,13.0,7,63,0.0,0.0,TB,CAR,"(2:33) (Shotgun) J.Winston pass incomplete short left to M.Evans. Penalty on TB-M.Evans, Offensive Pass Interference, declined.",1,0,0,0,,,,0,0,,Pass,J.Winston,00-0031503,1,Incomplete Pass,Short,13,0,0,left,0,,,None,0,,,M.Evans,00-0031408,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,CAR,TB,0,None,3,3,3,3,3,0.005990774881519662,0.03375129700712129,6.977808605691236e-05,0.0545778227180129,0.5655605458103119,0.003235365333682628,0.3368144161632949,0.0,0.0,3.577415075021797,-0.7718167381262909,3.422584924978203,-4.194401663104494,0.5006464062661211,0.4993535937338789,0.5240264411001179,0.4759735588998822,0.4993535937338789,-0.0233800348339967,0.10867711906806517,-0.13205715390206185,2017
2017-10-29,2017102906,13,2,1.0,01:51,2,1911.0,0.0,SF,25.0,75.0,10,-6,0.0,0.0,SF,PHI,(1:51) (Shotgun) C.Beathard sacked at SF 19 for -6 yards (B.Graham).,1,-6,0,0,,,,0,0,,Sack,,00-0033936,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,B.Graham,,,,0,,,1,0,,0,,,,0,0.0,9.0,-9.0,9.0,PHI,SF,0,None,3,3,3,3,3,0.6382971144728814,0.0513527810146733,0.002649562664896511,0.03731146330710284,0.14270858830782646,0.0005521642629518083,0.12712832596966786,0.0,0.0,0.8985906637135251,-0.5072204661445132,,,0.7672741435957708,0.2327258564042292,0.7842610688683489,0.21573893113165116,0.2327258564042292,-0.016986925272578085,,,2017
2015-12-20,2015122004,4,1,,00:00,0,2700.0,3.0,HOU,16.0,16.0,0,31,0.0,0.0,,,END QUARTER 1,1,0,0,0,,,,0,0,,Quarter End,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,IND,HOU,0,None,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,2015
2009-12-20,2009122002,20,3,1.0,05:10,6,1210.0,0.0,ARI,20.0,80.0,10,7,0.0,0.0,ARI,DET,(5:10) (Shotgun) K.Warner pass short left to T.Hightower to ARI 27 for 7 yards (L.Delmas).,1,7,0,0,,,,0,0,,Pass,K.Warner,00-0017200,1,Complete,Short,1,6,0,left,0,,,None,0,,,T.Hightower,00-0026289,1,,,,L.Delmas,,,,0,,,0,0,,0,,,,0,17.0,13.0,4.0,4.0,DET,ARI,0,None,3,3,3,3,3,0.01599167604194451,0.17377156144498368,0.006363260611602719,0.265784182956982,0.2145027801599259,0.003462310659709368,0.3201242281248517,0.0,0.0,0.4967720724161284,0.5552199570985463,-0.6161046131348007,1.171324570233347,0.3632319948600581,0.6367680051399419,0.3420928177293776,0.6579071822706224,0.6367680051399419,0.021139177130680475,-0.02327770059494083,0.044416877725621313,2009
2012-12-30,2012123013,17,4,3.0,08:35,9,515.0,25.0,SD,41.0,41.0,7,73,0.0,1.0,OAK,SD,(8:35) T.Pryor pass deep right to R.Streater to SD 3 for 38 yards (Q.Jammer).,1,38,0,0,,,,0,0,,Pass,T.Pryor,00-0028825,1,Complete,Deep,31,7,0,right,0,,,None,0,,,R.Streater,00-0029129,1,,,,Q.Jammer,,,,0,,,0,0,,0,,,,0,7.0,24.0,-17.0,17.0,SD,OAK,0,None,3,3,3,3,3,0.11021269287463123,0.08033503504779183,0.0005427238685631166,0.12288607523166704,0.35313075854166115,0.0037228438104671578,0.32916987062521835,0.0,0.0,2.2687339781202747,3.688956768234168,2.760289475998723,0.9286672922354446,0.9443804133880426,0.05561958661195742,0.903180833719766,0.09681916628023401,0.05561958661195742,0.04119957966827658,0.031047842029861692,0.010151737638414884,2012
2012-09-09,2012090900,5,1,1.0,07:19,8,3139.0,0.0,IND,20.0,80.0,10,8,0.0,0.0,IND,CHI,(7:19) (Shotgun) A.Luck pass short middle to R.Wayne to IND 28 for 8 yards (B.Urlacher).,1,8,0,0,,,,0,0,,Pass,A.Luck,00-0029668,1,Complete,Short,6,2,0,middle,0,,,None,0,,,R.Wayne,00-0020498,1,,,,B.Urlacher,,,,0,,,0,0,,0,,,,0,6.0,7.0,-1.0,1.0,CHI,IND,0,None,3,2,3,2,3,0.009572917111735777,0.17565625522130854,0.006444407055601636,0.26998242051348603,0.21505551379703167,0.003502190330621515,0.3197862959702149,0.0,0.0,0.4609404704743117,0.8723718172916772,0.3012253615851619,0.5711464557065153,0.5073197075006713,0.4926802924993287,0.4808914614267672,0.5191085385732328,0.4926802924993287,0.02642824607390415,0.009035818805633313,0.017392427268270838,2012
2014-10-05,2014100511,16,4,3.0,04:25,5,265.0,6.0,KC,35.0,35.0,1,32,0.0,0.0,SF,KC,"(4:25) F.Gore left tackle to KC 36 for -1 yards (J.Johnson). Penalty on SF, Illegal Formation, declined.",1,-1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,F.Gore,00-0023500,1,left,tackle,,None,0,,,,J.Johnson,,,,0,,,0,0,,0,,,,0,19.0,17.0,2.0,2.0,SF,KC,0,None,3,3,3,3,3,0.2054302041594097,0.04438611743490533,0.00022649894195660308,0.06528752272049951,0.2901065033591541,0.0019973529376867746,0.3925658004463881,0.0,0.0,3.0316508098454262,-1.7989956376298015,,,0.7527887308307395,0.2472112691692605,0.6664461404696091,0.33355385953039085,0.7527887308307395,-0.08634259036113033,,,2014
2017-09-24,2017092400,12,2,1.0,02:53,3,1973.0,9.0,JAX,23.0,77.0,10,2,0.0,0.0,JAX,BAL,(2:53) L.Fournette right tackle to JAX 25 for 2 yards (T.Suggs).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.Fournette,00-0033856,1,right,tackle,,None,0,,,,T.Suggs,,,,0,,,0,0,,0,,,,0,20.0,0.0,20.0,20.0,JAX,BAL,0,None,3,3,3,3,3,0.4992449904119511,0.0800287245146037,0.002407974029049615,0.11763899960390198,0.11805235528884213,0.0017019515916092142,0.18092500456004226,0.0,0.0,0.5556608821408165,-0.2468705155202341,,,0.965329795855274,0.0346702041447261,0.9630478930776448,0.036952106922355184,0.965329795855274,-0.0022819027776290746,,,2017
2017-01-01,2017010106,17,3,3.0,00:43,1,943.0,41.0,BUF,22.0,22.0,12,14,0.0,0.0,NYJ,BUF,(:43) (Shotgun) B.Powell right tackle to BUF 18 for 4 yards (L.Alexander).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,B.Powell,00-0028064,1,right,tackle,,None,0,,,,L.Alexander,,,,0,,,0,0,,0,,,,0,17.0,3.0,14.0,14.0,NYJ,BUF,0,None,1,1,3,1,3,0.012681689375909251,0.050122625600727104,0.0001526660406884419,0.0806343415973412,0.5311954178807309,0.0040030318677988464,0.32121022763680424,0.0,0.0,3.1349503107704733,-0.5789344065491737,,,0.9445742522587504,0.055425747741249635,0.9396349907613551,0.06036500923864485,0.9445742522587504,-0.00493926149739521,,,2016
2009-10-04,2009100401,3,1,2.0,04:47,5,2987.0,43.0,CLE,48.0,48.0,16,62,0.0,0.0,CIN,CLE,(4:47) (Shotgun) C.Palmer pass short left to D.Coats to CLE 35 for 13 yards (D.Jackson).,1,13,0,0,,,,0,0,,Pass,C.Palmer,00-0021429,1,Complete,Short,-4,17,0,left,0,,,None,0,,,D.Coats,00-0024607,1,,,,D.Jackson,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,CLE,CIN,0,None,2,3,2,3,2,0.009093197037958215,0.09879015532028756,0.0008710340096604754,0.1536858411054882,0.34428743764856223,0.0037295750105669533,0.3895427598674764,0.0,0.0,2.393207360320554,0.745601651311453,-1.4071544111314729,2.1527560624429256,0.4507830823794268,0.5492169176205732,0.4290079499714209,0.5709920500285791,0.5492169176205732,0.02177513240800588,-0.04357094944972262,0.0653460818577285,2009
2013-12-08,2013120802,17,3,3.0,04:09,5,1149.0,30.0,NE,42.0,58.0,7,31,0.0,0.0,NE,CLE,(4:09) (Shotgun) T.Brady pass short right to J.Edelman pushed ob at NE 48 for 6 yards (J.Haden).,1,6,0,0,,,,0,0,,Pass,T.Brady,00-0019596,1,Complete,Short,6,0,0,right,0,,,None,0,,,J.Edelman,00-0027150,1,,,,J.Haden,,,,0,,,0,0,,0,,,,0,0.0,12.0,-12.0,12.0,NE,CLE,0,None,3,3,1,3,1,0.014337007364720931,0.1493902510450389,0.0021004416166806447,0.2291230528004296,0.2741208143823744,0.004474970170532274,0.3264534626202234,0.0,0.0,1.0602536158582665,-0.5713782056699617,-0.5713782056699617,0.0,0.13514806243461905,0.8648519375653809,0.1238702909774738,0.8761297090225262,0.13514806243461905,-0.011277771457145244,-0.011277771457145244,0.0,2013
2010-10-24,2010102408,23,4,2.0,06:26,7,386.0,5.0,PHI,30.0,30.0,10,35,0.0,1.0,TEN,PHI,(6:26) C.Johnson left guard to PHI 18 for 12 yards (M.Fokou).,1,12,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,left,guard,,None,0,,,,M.Fokou,,,,0,,,0,0,,0,,,,0,20.0,19.0,1.0,1.0,TEN,PHI,0,None,3,3,3,3,3,0.11793051773916152,0.045289176389213925,0.00015336863434638624,0.06792872660950768,0.35696420504488896,0.0026414947887023746,0.4090925107941793,0.0,0.0,3.328147827568438,0.8707867010820727,,,0.6847582505645524,0.3152417494354476,0.7325914479061406,0.2674085520938594,0.6847582505645524,0.0478331973415882,,,2010
2015-12-06,2015120602,4,1,1.0,05:16,6,3016.0,38.0,BAL,48.0,52.0,10,24,0.0,1.0,BAL,MIA,"(5:16) M.Schaub pass deep left to D.Brown for 52 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BAL-D.Brown, Offensive Pass Interference, 10 yards, enforced at BAL 48 - No Play.",1,52,0,0,,,,0,0,,No Play,M.Schaub,None,1,Complete,Deep,0,0,0,left,0,,,None,0,,,D.Brown,None,1,,,,,,,,0,,,0,0,,1,BAL,,D.Brown,10,0.0,0.0,0.0,0.0,MIA,BAL,0,None,3,3,3,3,3,0.00831152523806062,0.08854292824082319,0.0005973156645456527,0.13490181700571308,0.311142016497552,0.003407895829059236,0.4530965015242462,0.0,0.0,2.9007812167289453,-1.1383347611929977,,,0.41761880819173935,0.5823811918082606,0.4539518903240803,0.5460481096759197,0.5823811918082606,-0.03633308213234099,,,2015
2017-10-15,2017101506,14,3,1.0,08:32,9,1412.0,31.0,WAS,31.0,69.0,10,10,0.0,0.0,WAS,SF,(8:32) C.Thompson up the middle to WAS 35 for 4 yards (J.Tartt).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Thompson,00-0030404,1,middle,,,None,0,,,,J.Tartt,,,,0,,,0,0,,0,,,,0,17.0,10.0,7.0,7.0,WAS,SF,0,None,3,3,2,3,2,0.0057536049543334,0.13956564491688792,0.002637139612589775,0.2147581113601056,0.25657057764165264,0.003605357847302567,0.3771095636671282,0.0,0.0,1.4894114007928785,-0.09144124630607386,,,0.7748501207740501,0.22514987922594987,0.7723753132002914,0.2276246867997086,0.7748501207740501,-0.0024748075737587305,,,2017
2015-10-25,2015102511,22,4,1.0,08:59,9,539.0,0.0,PHI,20.0,80.0,10,4,0.0,0.0,PHI,CAR,(8:59) (Shotgun) D.Murray right end to PHI 24 for 4 yards (L.Kuechly).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Murray,00-0028009,1,right,end,,None,0,,,,L.Kuechly,,,,0,,,0,0,,0,,,,0,16.0,24.0,-8.0,8.0,CAR,PHI,0,None,2,3,2,3,2,0.19506182730259009,0.13890705888224486,0.005036962274134193,0.20712855574952044,0.17895087237441312,0.0027580965260279137,0.2721566268910693,0.0,0.0,0.5707702069711342,-0.08919752209361542,,,0.8040748757799059,0.1959251242200941,0.8085416352434787,0.19145836475652134,0.1959251242200941,-0.004466759463572778,,,2015
2017-11-16,2017111600,20,4,,12:12,13,732.0,6.0,TEN,15.0,15.0,0,51,0.0,0.0,PIT,TEN,"C.Boswell extra point is GOOD, Center-K.Canaday, Holder-J.Berry.",1,0,1,0,Made,,,0,0,,Extra Point,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,36.0,17.0,19.0,19.0,PIT,TEN,0,None,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931114949971538,0.0,0.931114949971538,0.0688850500284619,,,0.972049326450278,0.02795067354972192,0.9680323843567951,0.03196761564320505,0.972049326450278,-0.0040169420934831335,,,2017
2010-09-12,2010091210,6,2,2.0,13:15,14,2595.0,32.0,PHI,31.0,69.0,7,9,0.0,0.0,PHI,GB,(13:15) (Shotgun) K.Kolb pass short right to J.Maclin to PHI 37 for 6 yards (T.Williams).,1,6,0,0,,,,0,0,,Pass,K.Kolb,00-0025423,1,Complete,Short,4,2,0,right,0,,,None,0,,,J.Maclin,00-0026995,1,,,,T.Williams,,,,0,,,0,0,,0,,,,0,3.0,3.0,0.0,0.0,PHI,GB,0,None,3,3,2,3,2,0.06768228399077786,0.14590011533143507,0.003068689169644056,0.21865651069369185,0.22879335720010205,0.0035955474016889258,0.3323034962126601,0.0,0.0,1.0452623407028685,0.8223863391963406,-0.032497578579860235,0.8548839177762009,0.5162285719653844,0.4837714280346156,0.5422487806336618,0.4577512193663382,0.5162285719653844,0.02602020866827737,-0.000904103793480715,0.026924312461758082,2010
2012-10-21,2012102102,17,4,1.0,10:26,11,626.0,37.0,DAL,31.0,69.0,10,15,0.0,0.0,DAL,CAR,(10:26) P.Tanner left guard to DAL 35 for 4 yards (C.Godfrey).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,P.Tanner,00-0028613,1,left,guard,,None,0,,,,C.Godfrey,,,,0,,,0,0,,0,,,,0,13.0,14.0,-1.0,1.0,CAR,DAL,0,None,3,3,3,3,3,0.11977573178656772,0.11935310010797755,0.002229472649625717,0.17827021203642873,0.2306733520237059,0.003070746154758652,0.3466273852409356,0.0,0.0,1.5141435151889988,-0.09889089757458323,,,0.5041337248371651,0.4958662751628348,0.5066887167956752,0.4933112832043248,0.4958662751628348,-0.002554991958510056,,,2012
2012-12-17,2012121700,15,3,2.0,09:16,10,1456.0,38.0,NYJ,16.0,84.0,6,4,0.0,0.0,NYJ,TEN,(9:16) M.Sanchez pass incomplete short right to M.Gilyard.,1,0,0,0,,,,0,0,,Pass,M.Sanchez,00-0026898,1,Incomplete Pass,Short,4,0,0,right,0,,,None,0,,,M.Gilyard,00-0027700,0,,,,,,,,0,,,0,0,,0,,,,0,3.0,7.0,-4.0,4.0,TEN,NYJ,0,None,3,3,3,3,3,0.006555857281610576,0.2118869388426601,0.009037255099006485,0.32344436827497064,0.17307116993477326,0.0037627851113909384,0.27224162545558817,0.0,0.0,-0.4854154464345693,-0.8904952597586362,0.2033460392502986,-1.0938412990089348,0.6673926866706035,0.3326073133293966,0.6987885300753267,0.3012114699246733,0.3326073133293966,-0.03139584340472329,0.007031022140360721,-0.03842686554508401,2012
2016-10-09,2016100901,4,1,1.0,06:09,7,3069.0,0.0,NE,25.0,75.0,10,5,0.0,1.0,NE,CLE,"(6:09) (Shotgun) PENALTY on CLE-J.Taylor, Encroachment, 5 yards, enforced at NE 25 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,CLE,Encroachment,J.Taylor,5,7.0,7.0,0.0,0.0,CLE,NE,0,None,3,3,3,3,3,0.011520313502324141,0.15782929938570686,0.0042763027222698265,0.2417628379545741,0.2339774319310451,0.003538068763115953,0.347095745740964,0.0,0.0,0.964298284222436,0.8836447931012428,,,0.4766976876437661,0.5233023123562339,0.4500512872367235,0.5499487127632765,0.5233023123562339,0.02664640040704258,,,2016
2017-10-22,2017102212,6,2,4.0,11:28,12,2488.0,6.0,ATL,24.0,76.0,4,6,0.0,1.0,ATL,NE,"(11:28) M.Bosher punts 49 yards to NE 27, Center-J.Harris. D.Amendola to NE 26 for -1 yards (J.Hardy).",1,-1,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,D.Amendola,,J.Hardy,,,,0,,,0,0,,0,,,,0,0.0,7.0,-7.0,7.0,NE,ATL,0,None,3,3,3,3,3,0.11257116601306573,0.24863537767756186,0.005673740176416981,0.3585684531254163,0.0694135593960927,0.004169809460691465,0.20096789415075525,0.0,0.0,-1.6438772290984862,0.5343541235020708,,,0.7951323216896491,0.204867678310351,0.7460440148035276,0.25395598519647244,0.204867678310351,0.04908830688612145,,,2017
2016-12-04,2016120409,12,3,1.0,08:48,9,1428.0,30.0,WAS,29.0,29.0,5,45,0.0,0.0,ARI,WAS,(8:48) A.Ellington left tackle to WAS 30 for -1 yards (C.Jenkins).,1,-1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,A.Ellington,00-0030287,1,left,tackle,,None,0,,,,C.Jenkins,,,,0,,,0,0,,0,,,,0,10.0,13.0,-3.0,3.0,ARI,WAS,0,None,3,3,3,3,3,0.001813015969483984,0.040243569215835925,6.654284762287053e-05,0.06163369238073551,0.3228172322883875,0.00245309707169635,0.5709728502262379,0.0,0.0,4.417868202584319,-0.6374641040820799,,,0.5293228537662151,0.4706771462337849,0.5079397042921799,0.4920602957078201,0.5293228537662151,-0.02138314947403519,,,2016
2013-09-22,2013092211,16,3,2.0,00:22,1,922.0,41.0,IND,36.0,64.0,8,47,0.0,0.0,IND,SF,(:22) A.Luck pass short middle to R.Wayne pushed ob at SF 45 for 19 yards (N.Bowman). Caught at IND 47.  8-yds YAC,1,19,0,0,,,,0,0,,Pass,A.Luck,00-0029668,1,Complete,Short,11,8,0,middle,0,,,None,0,,,R.Wayne,00-0020498,1,,,,N.Bowman,,,,0,,,0,0,,0,,,,0,13.0,7.0,6.0,6.0,SF,IND,0,None,3,1,3,1,3,0.037654266835544264,0.1359657490653784,0.002301923332082184,0.2055683737203968,0.2581327138638028,0.0037245457918978547,0.3566524273908977,0.0,0.0,1.4269345150084116,1.9264505754902896,1.4147493440498968,0.5117012314403926,0.25331773820769843,0.7466822617923016,0.1917744456245154,0.8082255543754846,0.7466822617923016,0.06154329258318302,0.04612705907126935,0.015416233511913681,2013
2011-12-22,2011122200,17,3,1.0,14:26,15,1766.0,34.0,HOU,32.0,68.0,10,17,0.0,0.0,HOU,IND,(14:26) A.Foster left end pushed ob at HOU 37 for 5 yards (T.Brayton).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,A.Foster,00-0026796,1,left,end,,None,0,,,,T.Brayton,,,,0,,,0,0,,0,,,,0,10.0,6.0,4.0,4.0,IND,HOU,0,None,3,3,3,3,3,0.0013632937952169758,0.1390399817732848,0.0024859997131077504,0.21680466165781515,0.2594248259103043,0.0036839515166433,0.3771972856336278,0.0,0.0,1.4862988038488183,0.0908114934187032,,,0.32370520507441325,0.6762947949255868,0.32077795865076475,0.6792220413492353,0.6762947949255868,0.0029272464236485,,,2011
2009-11-22,2009112204,11,2,1.0,01:33,2,1893.0,25.0,BUF,30.0,70.0,10,25,0.0,1.0,BUF,JAC,"(1:33) (No Huddle, Shotgun) R.Fitzpatrick pass short left to L.Evans pushed ob at BUF 45 for 15 yards (D.Cox).",1,15,0,0,,,,0,0,,Pass,R.Fitzpatrick,00-0023682,1,Complete,Short,13,2,0,left,0,,,None,0,,,L.Evans,00-0022910,1,,,,D.Cox,,,,0,,,0,0,,0,,,,0,6.0,10.0,-4.0,4.0,JAC,BUF,0,None,2,2,2,2,2,0.6244521814392893,0.04633014479359997,0.0017667098324897698,0.0336145401511644,0.15538575911168273,0.0005602565132050687,0.13789040815856893,0.0,0.0,1.0546850123675109,0.6394334840050386,0.5480667373040802,0.09136674670095846,0.5941114070905409,0.4058885929094592,0.5726604969205804,0.4273395030794196,0.4058885929094592,0.021450910169960424,0.018416452498014716,0.003034457671945712,2009
